# LSST Throughputs files created from syseng_throughputs repo
# Version 1.9
# sha1 fcc05772f99427e4a45cd1b9da1628dded9a06d5
# Aerosols added to atmosphere
# Wavelen_cutoff_BLUE 907.50
# Wavelen_cutoff_RED 1100.00
# Wavelength(nm)  Throughput(0-1)
879.0000000001316 6.074938345975505e-05
879.1000000001317 0.00011175659877280086
879.2000000001317 0.00016274383007621574
879.3000000001317 0.00021371152680876003
879.4000000001317 0.0002646602382555076
879.5000000001318 0.00031559059606994533
879.6000000001318 0.00036650331197312627
879.7000000001318 0.00041739913016505933
879.8000000001318 0.00046827882238423046
879.9000000001319 0.0005191431707814237
880.0000000001319 0.0005699929507438962
880.1000000001319 0.000569296477862933
880.2000000001319 0.0005686029317404863
880.300000000132 0.000567912239234182
880.400000000132 0.0005672242894334864
880.500000000132 0.0005665389338917156
880.600000000132 0.0005658559868580979
880.700000000132 0.0005651752255030419
880.8000000001321 0.0005644963901457749
880.9000000001321 0.0005638191844823058
881.0000000001321 0.0005631432758110052
881.1000000001321 0.000563676360384927
881.2000000001321 0.0005642096654573599
881.3000000001322 0.0005647427500621644
881.4000000001322 0.0005652751336400101
881.5000000001322 0.0005658062958636786
881.6000000001322 0.0005662208940696664
881.7000000001323 0.0005666350490373085
881.8000000001323 0.0005670487722551396
881.9000000001323 0.0005674620752445365
882.0000000001323 0.0005678749695633138
882.1000000001324 0.000569726730309609
882.2000000001324 0.0005715786982682873
882.3000000001324 0.0005734308846822034
882.4000000001324 0.000575283300944944
882.5000000001324 0.0005771359585982944
882.6000000001325 0.0005788716179721925
882.7000000001325 0.0005806068370428349
882.8000000001325 0.0005823416022572467
882.9000000001325 0.0005840759004937134
883.0000000001326 0.0005858097190620189
883.1000000001326 0.0005833089067754966
883.2000000001326 0.0005808087783913263
883.3000000001326 0.0005783093232782266
883.4000000001326 0.0005758105315771834
883.5000000001327 0.0005733123941939661
883.6000000001327 0.0005708141012462195
883.7000000001327 0.0005683159407022176
883.8000000001327 0.0005658181766467039
883.9000000001328 0.0005633210497033756
884.0000000001328 0.0005608247774634452
884.1000000001328 0.0005625455783091623
884.2000000001328 0.0005642663251201321
884.3000000001329 0.0005659871840165885
884.4000000001329 0.0005677083040117213
884.5000000001329 0.000569429816725269
884.6000000001329 0.0005711518360932174
884.700000000133 0.0005728744907774595
884.800000000133 0.0005745978684298065
884.900000000133 0.0005763220388610298
885.000000000133 0.0005780470537654004
885.100000000133 0.0005796637371666811
885.2000000001331 0.0005812806590732422
885.3000000001331 0.0005828978146281518
885.4000000001331 0.0005845151797602486
885.5000000001331 0.0005861327109296458
885.6000000001332 0.0005877503206216589
885.7000000001332 0.0005893678668052025
885.8000000001332 0.0005909852335624045
885.9000000001332 0.0005926022825354154
886.0000000001332 0.0005942188526366222
886.1000000001333 0.000594127947930288
886.2000000001333 0.0005940372656327228
886.3000000001333 0.0005939465746649008
886.4000000001333 0.0005938556229978959
886.5000000001334 0.0005937641376676314
886.6000000001334 0.00059379239178422
886.7000000001334 0.0005938206325458052
886.8000000001334 0.0005938488539037115
886.9000000001334 0.0005938770498069045
887.0000000001335 0.0005939052142047726
887.1000000001335 0.0005932212772708463
887.2000000001335 0.0005925374979929717
887.3000000001335 0.0005918538703814106
887.4000000001336 0.0005911703884737044
887.5000000001336 0.0005904870463344974
887.6000000001336 0.0005896842024190505
887.7000000001336 0.000588881763617776
887.8000000001337 0.0005880797240000484
887.9000000001337 0.000587278077668676
888.0000000001337 0.0005864768187631826
888.1000000001337 0.0005881865429612769
888.2000000001337 0.0005898956729035892
888.3000000001338 0.0005916042019385525
888.4000000001338 0.0005933121233474195
888.5000000001338 0.0005950194303434202
888.6000000001338 0.0005969741278254524
888.7000000001339 0.0005989333210701783
888.8000000001339 0.0006008951452202235
888.9000000001339 0.000602857852989839
889.0000000001339 0.0006048198169089459
889.100000000134 0.0006039818480222522
889.200000000134 0.000603139919503997
889.300000000134 0.000602292856628744
889.400000000134 0.0006014396332791855
889.500000000134 0.0006005793709815394
889.6000000001341 0.0005998330079283153
889.7000000001341 0.0005990779476557895
889.8000000001341 0.0005983137333774406
889.9000000001341 0.0005975400512332158
890.0000000001342 0.0005967567294214587
890.1000000001342 0.000596482675779548
890.2000000001342 0.0005961986876368844
890.3000000001342 0.0005959049885004526
890.4000000001342 0.0005956019414973034
890.5000000001343 0.0005952900490074067
890.6000000001343 0.0005952116380485461
890.7000000001343 0.000595125650352081
890.8000000001343 0.0005950329874565627
890.9000000001344 0.0005949346908300142
891.0000000001344 0.0005948319417239251
891.1000000001344 0.0005956746847791798
891.2000000001344 0.0005965145453451422
891.3000000001344 0.0005973531237799742
891.4000000001345 0.0005981921707736334
891.5000000001345 0.0005990335883590883
891.6000000001345 0.0005998794062028899
891.7000000001345 0.0006007239318536224
891.8000000001346 0.0006015671718187235
891.9000000001346 0.0006024091326403961
892.0000000001346 0.0006032498208980713
892.1000000001346 0.0006050706213945407
892.2000000001347 0.0006068874704924617
892.3000000001347 0.0006087003778881214
892.4000000001347 0.0006105093533522928
892.5000000001347 0.0006123144067259664
892.6000000001347 0.0006136150462634655
892.7000000001348 0.0006149084448640657
892.8000000001348 0.0006161946180260673
892.9000000001348 0.0006174735812947648
893.0000000001348 0.0006187453502626954
893.1000000001349 0.0006192826677752439
893.2000000001349 0.0006198179898815468
893.3000000001349 0.0006203513248500584
893.4000000001349 0.0006208826809701988
893.500000000135 0.0006214120665547994
893.600000000135 0.0006224435318490952
893.700000000135 0.00062346956406161
893.800000000135 0.0006244926801726436
893.900000000135 0.0006255152248384506
894.0000000001351 0.0006265393687361382
894.1000000001351 0.000626031105144582
894.2000000001351 0.0006255276334502625
894.3000000001351 0.0006250305398441291
894.4000000001352 0.0006245412164646463
894.5000000001352 0.0006240608621984149
894.6000000001352 0.0006228164778965113
894.7000000001352 0.0006215821379352735
894.8000000001352 0.0006203584309282391
894.9000000001353 0.0006191457535221475
895.0000000001353 0.00061794431227721
895.1000000001353 0.0006168583543532679
895.2000000001353 0.0006157785085009619
895.3000000001354 0.0006147044307435889
895.4000000001354 0.0006136355933261776
895.5000000001354 0.0006125712863487695
895.6000000001354 0.0006121633594983975
895.7000000001354 0.0006117601952879193
895.8000000001355 0.0006113605826719084
895.9000000001355 0.0006109631286283416
896.0000000001355 0.0006105662588116863
896.1000000001355 0.0006122276908162595
896.2000000001356 0.0006138642528277961
896.3000000001356 0.0006154738380269481
896.4000000001356 0.0006170541307192786
896.5000000001356 0.0006186026050180847
896.6000000001357 0.0006214797424439943
896.7000000001357 0.0006243461031046949
896.8000000001357 0.0006272016845510507
896.9000000001357 0.0006300464842195001
897.0000000001357 0.000632880499434884
897.1000000001358 0.0006343032605124586
897.2000000001358 0.0006357254411459822
897.3000000001358 0.0006371470345487788
897.4000000001358 0.0006385680338796265
897.5000000001359 0.0006399884322399284
897.6000000001359 0.0006408505975941208
897.7000000001359 0.0006417123462908414
897.8000000001359 0.0006425736714850897
897.900000000136 0.0006434345662951945
898.000000000136 0.0006442950237996787
898.100000000136 0.000644859604151215
898.200000000136 0.0006453251965620665
898.300000000136 0.0006456918394612707
898.4000000001361 0.0006459595713805205
898.5000000001361 0.0006461284309541884
898.6000000001361 0.0006442949438436375
898.7000000001361 0.0006423340100694504
898.8000000001362 0.0006402433303033122
898.9000000001362 0.0006380208042097689
899.0000000001362 0.0006356645319832028
899.1000000001362 0.0006425232550975658
899.2000000001362 0.0006494120535771832
899.3000000001363 0.0006563292447052569
899.4000000001363 0.0006632732598230561
899.5000000001363 0.0006702426530067134
899.6000000001363 0.0006788045401226494
899.7000000001364 0.0006874050029474098
899.8000000001364 0.0006960428971916
899.9000000001364 0.0007047172304352171
900.0000000001364 0.0007134271734603262
900.1000000001364 0.0007161179259241491
900.2000000001365 0.0007187694933508066
900.3000000001365 0.0007213820337109331
900.4000000001365 0.0007239559071737624
900.5000000001365 0.0007264916794061324
900.6000000001366 0.0007314786515745328
900.7000000001366 0.0007364585863862044
900.8000000001366 0.0007414325637250477
900.9000000001366 0.0007464018979535543
901.0000000001367 0.0007513681445643823
901.1000000001367 0.0007643169267073237
901.2000000001367 0.0007773079109223523
901.3000000001367 0.0007903433523285265
901.4000000001367 0.0008034258823480777
901.5000000001368 0.0008165585277006639
901.6000000001368 0.0008273429538651509
901.7000000001368 0.0008381075091049215
901.8000000001368 0.0008488522005722762
901.9000000001369 0.000859577035690184
902.0000000001369 0.0008702820221960824
902.1000000001369 0.0008790783188172646
902.2000000001369 0.000887837474031107
902.300000000137 0.0008965595267758994
902.400000000137 0.0009052445165737701
902.500000000137 0.000913892483593652
902.600000000137 0.0009264564223395814
902.700000000137 0.0009390676343629902
902.8000000001371 0.000951726023422412
902.9000000001371 0.000964431491982761
903.0000000001371 0.0009771839411583257
903.1000000001371 0.0009995734050392629
903.2000000001372 0.0010221763943181119
903.3000000001372 0.0010449925596677384
903.4000000001372 0.0010680215495672972
903.5000000001372 0.001091263010147264
903.6000000001372 0.001111876527888741
903.7000000001373 0.001132622071503921
903.8000000001373 0.0011535003742416316
903.9000000001373 0.001174512168039611
904.0000000001373 0.0011956581777626519
904.1000000001374 0.001220051494351293
904.2000000001374 0.001244379466712262
904.3000000001374 0.0012686430723327727
904.4000000001374 0.0012928432598378731
904.5000000001374 0.0013169809406333043
904.6000000001375 0.0013407758955801118
904.7000000001375 0.0013644993190483296
904.8000000001375 0.0013881519179222558
904.9000000001375 0.001411734322573689
905.0000000001376 0.0014352470787123775
905.1000000001376 0.0014683976864585354
905.2000000001376 0.0015015240352086227
905.3000000001376 0.0015346264327043492
905.4000000001377 0.0015677050642737762
905.5000000001377 0.0016007599815977237
905.6000000001377 0.0016320713114338786
905.7000000001377 0.0016632891909288607
905.8000000001377 0.0016944133147286846
905.9000000001378 0.001725443205476736
906.0000000001378 0.0017563782038638326
906.1000000001378 0.0017982637391899298
906.2000000001378 0.0018395856780900471
906.3000000001379 0.001880343377473299
906.4000000001379 0.0019205359386757492
906.5000000001379 0.00196016219850761
906.6000000001379 0.0019983478892093504
906.700000000138 0.0020359288100900374
906.800000000138 0.0020729057425714183
906.900000000138 0.0021092794680139183
907.000000000138 0.0021450507677734775
907.100000000138 0.002214467244842247
907.2000000001381 0.00228351807355893
907.3000000001381 0.002352203671126167
907.4000000001381 0.0024205244547454794
907.5000000001381 0.002488480841603273
907.6000000001382 0.0025595422468193143
907.7000000001382 0.002630437094984948
907.8000000001382 0.0027011655266467208
907.9000000001382 0.002771727682332634
908.0000000001382 0.0028421237026274447
908.1000000001383 0.002943894068639202
908.2000000001383 0.0030457435228555645
908.3000000001383 0.00314767180672635
908.4000000001383 0.00324967866174047
908.5000000001384 0.0033517638294304473
908.6000000001384 0.0034523661749391275
908.7000000001384 0.003552953685898163
908.8000000001384 0.003653527630828688
908.9000000001384 0.0037540893346556144
909.0000000001385 0.0038546401618872426
909.1000000001385 0.004028990469646407
909.2000000001385 0.0042036303149491075
909.3000000001385 0.00437856082048295
909.4000000001386 0.004553783157973796
909.5000000001386 0.004729298519562211
909.6000000001386 0.0049029187973318325
909.7000000001386 0.005076683293584418
909.8000000001387 0.0052505932982477
909.9000000001387 0.005424650002823696
910.0000000001387 0.005598854471405867
910.1000000001387 0.005829090458041884
910.2000000001387 0.006058365390913451
910.3000000001388 0.006286681672210628
910.4000000001388 0.006514041425917038
910.5000000001388 0.006740446460401681
910.6000000001388 0.006997184546958103
910.7000000001389 0.007255088742388394
910.8000000001389 0.0075141568471563565
910.9000000001389 0.007774386186235587
911.0000000001389 0.008035773562839245
911.100000000139 0.008428153351935256
911.200000000139 0.008821190330233963
